LS,Level,Section,Row,Seat,Seat.Status.Code,Price.Level.Code,Item.Price,X,Y,Available.Seats,Avail.Seat.Code
1:118:HH:2,1,118,HH,2,X,8,90,581.6,1001.6,1,X
1:118:HH:3,1,118,HH,3,X,8,90,588.2,1006.2,1,X
1:118:HH:4,1,118,HH,4,X,8,90,594.8,1010.8,1,X
1:118:HH:5,1,118,HH,5,X,8,90,601.4,1015.4,1,X
1:118:HH:6,1,118,HH,6,X,8,90,608,1020,1,X
1:118:HH:7,1,118,HH,7,X,8,90,614.6,1024.6,1,X
1:118:HH:8,1,118,HH,8,X,8,90,621.2,1029.2,1,X
1:118:HH:9,1,118,HH,9,X,8,90,627.8,1033.8,1,X
1:118:JJ:1,1,118,JJ,1,X,8,90,567,1005,1,X
1:118:JJ:10,1,118,JJ,10,X,8,90,626.4,1046.4,1,X
1:118:JJ:2,1,118,JJ,2,X,8,90,573.6,1009.6,1,X
1:118:JJ:3,1,118,JJ,3,X,8,90,580.2,1014.2,1,X
1:118:JJ:4,1,118,JJ,4,X,8,90,586.8,1018.8,1,X
1:118:JJ:5,1,118,JJ,5,X,8,90,593.4,1023.4,1,X
1:118:JJ:6,1,118,JJ,6,X,8,90,600,1028,1,X
1:118:JJ:7,1,118,JJ,7,X,8,90,606.6,1032.6,1,X
1:118:JJ:8,1,118,JJ,8,X,8,90,613.2,1037.2,1,X
1:118:JJ:9,1,118,JJ,9,X,8,90,619.8,1041.8,1,X
1:118:KK:1,1,118,KK,1,v,8,0,559,1013,0,O
1:118:KK:10,1,118,KK,10,v,8,0,618.4,1054.4,0,O
1:118:KK:2,1,118,KK,2,v,8,0,565.6,1017.6,0,O
1:118:KK:3,1,118,KK,3,v,8,0,572.2,1022.2,0,O
1:118:KK:4,1,118,KK,4,v,8,0,578.8,1026.8,0,O
1:118:KK:5,1,118,KK,5,v,8,0,585.4,1031.4,0,O
1:118:KK:6,1,118,KK,6,v,8,0,592,1036,0,O
1:118:KK:7,1,118,KK,7,v,8,0,598.6,1040.6,0,O
1:118:KK:8,1,118,KK,8,v,8,0,605.2,1045.2,0,O
1:118:KK:9,1,118,KK,9,v,8,0,611.8,1049.8,0,O
1:118:LL:1,1,118,LL,1,v,8,0,551,1021,0,O
1:118:LL:10,1,118,LL,10,v,8,0,610.4,1062.4,0,O
1:118:LL:11,1,118,LL,11,v,8,0,617,1067,0,O
1:118:LL:12,1,118,LL,12,v,8,0,623.6,1071.6,0,O
1:118:LL:2,1,118,LL,2,v,8,0,557.6,1025.6,0,O
1:118:LL:3,1,118,LL,3,v,8,0,564.2,1030.2,0,O
1:118:LL:4,1,118,LL,4,v,8,0,570.8,1034.8,0,O
1:118:LL:5,1,118,LL,5,v,8,0,577.4,1039.4,0,O
1:118:LL:6,1,118,LL,6,v,8,0,584,1044,0,O
1:118:LL:7,1,118,LL,7,v,8,0,590.6,1048.6,0,O
1:118:LL:8,1,118,LL,8,v,8,0,597.2,1053.2,0,O
1:118:LL:9,1,118,LL,9,v,8,0,603.8,1057.8,0,O
1:118:WHL:1,1,118,WHL,1,K,8,0,492,1080,0,O
1:118:WHL:10,1,118,WHL,10,a,8,0,551.4,1121.4,0,O
1:118:WHL:11,1,118,WHL,11,a,8,0,558,1126,0,O
1:118:WHL:12,1,118,WHL,12,a,8,0,564.6,1130.6,0,O
1:118:WHL:2,1,118,WHL,2,K,8,0,498.6,1084.6,0,O
1:118:WHL:3,1,118,WHL,3,w,8,0,505.2,1089.2,0,O
1:118:WHL:4,1,118,WHL,4,w,8,0,511.8,1093.8,0,O
1:118:WHL:5,1,118,WHL,5,X,8,90,518.4,1098.4,1,X
1:118:WHL:6,1,118,WHL,6,X,8,90,525,1103,1,X
1:118:WHL:7,1,118,WHL,7,w,8,0,531.6,1107.6,0,O
1:118:WHL:8,1,118,WHL,8,w,8,0,538.2,1112.2,0,O
1:118:WHL:9,1,118,WHL,9,a,8,0,544.8,1116.8,0,O
1:119:A:1,1,119,A,1,X,8,90,634.5,1120,1,X
1:119:A:10,1,119,A,10,X,8,90,702,1120,1,X
1:119:A:2,1,119,A,2,X,8,90,642,1120,1,X
1:119:A:3,1,119,A,3,X,8,90,649.5,1120,1,X
1:119:A:4,1,119,A,4,X,8,90,657,1120,1,X
1:119:A:5,1,119,A,5,X,8,90,664.5,1120,1,X
1:119:A:6,1,119,A,6,X,8,90,672,1120,1,X
1:119:A:7,1,119,A,7,X,8,90,679.5,1120,1,X
1:119:A:8,1,119,A,8,X,8,90,687,1120,1,X
1:119:A:9,1,119,A,9,X,8,90,694.5,1120,1,X
1:119:B:1,1,119,B,1,X,8,90,634.5,1132,1,X
1:119:B:10,1,119,B,10,X,8,90,702,1132,1,X
1:119:B:2,1,119,B,2,X,8,90,642,1132,1,X
1:119:B:3,1,119,B,3,X,8,90,649.5,1132,1,X
1:119:B:4,1,119,B,4,X,8,90,657,1132,1,X
1:119:B:5,1,119,B,5,X,8,90,664.5,1132,1,X
1:119:B:6,1,119,B,6,X,8,90,672,1132,1,X
1:119:B:7,1,119,B,7,X,8,90,679.5,1132,1,X
1:119:B:8,1,119,B,8,X,8,90,687,1132,1,X
1:119:B:9,1,119,B,9,X,8,90,694.5,1132,1,X
1:119:C:1,1,119,C,1,X,8,90,627,1144,1,X
1:119:C:10,1,119,C,10,X,8,90,694.5,1144,1,X
1:119:C:11,1,119,C,11,X,8,90,702,1144,1,X
1:119:C:2,1,119,C,2,X,8,90,634.5,1144,1,X
1:119:C:3,1,119,C,3,X,8,90,642,1144,1,X
1:119:C:4,1,119,C,4,X,8,90,649.5,1144,1,X
1:119:C:5,1,119,C,5,X,8,90,657,1144,1,X
1:119:C:6,1,119,C,6,X,8,90,664.5,1144,1,X
1:119:C:7,1,119,C,7,X,8,90,672,1144,1,X
1:119:C:8,1,119,C,8,X,8,90,679.5,1144,1,X
1:119:C:9,1,119,C,9,X,8,90,687,1144,1,X
1:119:D:1,1,119,D,1,X,8,90,627,1156,1,X
1:119:D:10,1,119,D,10,X,8,90,694.5,1156,1,X
1:119:D:11,1,119,D,11,X,8,90,702,1156,1,X
1:119:D:2,1,119,D,2,X,8,90,634.5,1156,1,X
1:119:D:3,1,119,D,3,X,8,90,642,1156,1,X
1:119:D:4,1,119,D,4,X,8,90,649.5,1156,1,X
1:119:D:5,1,119,D,5,X,8,90,657,1156,1,X
1:119:D:6,1,119,D,6,X,8,90,664.5,1156,1,X
1:119:D:7,1,119,D,7,X,8,90,672,1156,1,X
1:119:D:8,1,119,D,8,X,8,90,679.5,1156,1,X
1:119:D:9,1,119,D,9,X,8,90,687,1156,1,X
1:119:DD:1,1,119,DD,1,X,8,90,664.5,1025,1,X
1:119:DD:2,1,119,DD,2,X,8,90,672,1025,1,X
1:119:DD:3,1,119,DD,3,X,8,90,679.5,1025,1,X
1:119:DD:4,1,119,DD,4,X,8,90,687,1025,1,X
1:119:DD:5,1,119,DD,5,X,8,90,694.5,1025,1,X
1:119:DD:6,1,119,DD,6,X,8,90,702,1025,1,X
1:119:E:1,1,119,E,1,X,8,90,619.5,1168,1,X
1:119:E:10,1,119,E,10,X,8,90,687,1168,1,X
1:119:E:11,1,119,E,11,X,8,90,694.5,1168,1,X
1:119:E:12,1,119,E,12,X,8,90,702,1168,1,X
1:119:E:2,1,119,E,2,X,8,90,627,1168,1,X
1:119:E:3,1,119,E,3,X,8,90,634.5,1168,1,X
1:119:E:4,1,119,E,4,X,8,90,642,1168,1,X
1:119:E:5,1,119,E,5,X,8,90,649.5,1168,1,X
1:119:E:6,1,119,E,6,X,8,90,657,1168,1,X
1:119:E:7,1,119,E,7,X,8,90,664.5,1168,1,X
1:119:E:8,1,119,E,8,X,8,90,672,1168,1,X
1:119:E:9,1,119,E,9,X,8,90,679.5,1168,1,X
1:119:EE:1,1,119,EE,1,X,8,90,664.5,1035,1,X
1:119:EE:2,1,119,EE,2,X,8,90,672,1035,1,X
1:119:EE:3,1,119,EE,3,X,8,90,679.5,1035,1,X
1:119:EE:4,1,119,EE,4,X,8,90,687,1035,1,X
1:119:EE:5,1,119,EE,5,X,8,90,694.5,1035,1,X
1:119:EE:6,1,119,EE,6,X,8,90,702,1035,1,X
1:119:F:1,1,119,F,1,X,8,90,619.5,1180,1,X
1:119:F:10,1,119,F,10,#,8,0,687,1180,0,O
1:119:F:11,1,119,F,11,!,8,0,694.5,1180,0,O
1:119:F:12,1,119,F,12,!,8,0,702,1180,0,O
1:119:F:2,1,119,F,2,X,8,90,627,1180,1,X
1:119:F:3,1,119,F,3,X,8,90,634.5,1180,1,X
1:119:F:4,1,119,F,4,X,8,90,642,1180,1,X
1:119:F:5,1,119,F,5,X,8,90,649.5,1180,1,X
1:119:F:6,1,119,F,6,X,8,90,657,1180,1,X
1:119:F:7,1,119,F,7,X,8,90,664.5,1180,1,X
1:119:F:8,1,119,F,8,X,8,90,672,1180,1,X
1:119:F:9,1,119,F,9,X,8,90,679.5,1180,1,X
1:119:FF:1,1,119,FF,1,X,8,90,657,1045,1,X
1:119:FF:2,1,119,FF,2,X,8,90,664.5,1045,1,X
1:119:FF:3,1,119,FF,3,X,8,90,672,1045,1,X
1:119:FF:4,1,119,FF,4,X,8,90,679.5,1045,1,X
1:119:FF:5,1,119,FF,5,X,8,90,687,1045,1,X
1:119:FF:6,1,119,FF,6,X,8,90,694.5,1045,1,X
1:119:FF:7,1,119,FF,7,X,8,90,702,1045,1,X
1:119:G:1,1,119,G,1,X,8,90,612,1192,1,X
1:119:G:10,1,119,G,10,X,8,90,679.5,1192,1,X
1:119:G:11,1,119,G,11,X,8,90,687,1192,1,X
1:119:G:12,1,119,G,12,!,8,0,694.5,1192,0,O
1:119:G:13,1,119,G,13,!,8,0,702,1192,0,O
1:119:G:2,1,119,G,2,X,8,90,619.5,1192,1,X
1:119:G:3,1,119,G,3,X,8,90,627,1192,1,X
1:119:G:4,1,119,G,4,X,8,90,634.5,1192,1,X
1:119:G:5,1,119,G,5,X,8,90,642,1192,1,X
1:119:G:6,1,119,G,6,X,8,90,649.5,1192,1,X
1:119:G:7,1,119,G,7,X,8,90,657,1192,1,X
1:119:G:8,1,119,G,8,X,8,90,664.5,1192,1,X
1:119:G:9,1,119,G,9,X,8,90,672,1192,1,X
1:119:GG:1,1,119,GG,1,X,8,90,657,1055,1,X
1:119:GG:2,1,119,GG,2,X,8,90,664.5,1055,1,X
1:119:GG:3,1,119,GG,3,X,8,90,672,1055,1,X
1:119:GG:4,1,119,GG,4,X,8,90,679.5,1055,1,X
1:119:GG:5,1,119,GG,5,X,8,90,687,1055,1,X
1:119:GG:6,1,119,GG,6,X,8,90,694.5,1055,1,X
1:119:GG:7,1,119,GG,7,X,8,90,702,1055,1,X
1:119:H:1,1,119,H,1,X,8,90,612,1204,1,X
1:119:H:10,1,119,H,10,X,8,90,679.5,1204,1,X
1:119:H:11,1,119,H,11,X,8,90,687,1204,1,X
1:119:H:12,1,119,H,12,!,8,0,694.5,1204,0,O
1:119:H:13,1,119,H,13,!,8,0,702,1204,0,O
1:119:H:2,1,119,H,2,X,8,90,619.5,1204,1,X
1:119:H:3,1,119,H,3,X,8,90,627,1204,1,X
1:119:H:4,1,119,H,4,X,8,90,634.5,1204,1,X
1:119:H:5,1,119,H,5,X,8,90,642,1204,1,X
1:119:H:6,1,119,H,6,X,8,90,649.5,1204,1,X
1:119:H:7,1,119,H,7,X,8,90,657,1204,1,X
1:119:H:8,1,119,H,8,X,8,90,664.5,1204,1,X
1:119:H:9,1,119,H,9,X,8,90,672,1204,1,X
1:119:HH:1,1,119,HH,1,X,8,90,649.5,1065,1,X
1:119:HH:2,1,119,HH,2,X,8,90,657,1065,1,X
1:119:HH:3,1,119,HH,3,X,8,90,664.5,1065,1,X
1:119:HH:4,1,119,HH,4,X,8,90,672,1065,1,X
1:119:HH:5,1,119,HH,5,X,8,90,679.5,1065,1,X
1:119:HH:6,1,119,HH,6,X,8,90,687,1065,1,X
1:119:HH:7,1,119,HH,7,X,8,90,694.5,1065,1,X
1:119:HH:8,1,119,HH,8,X,8,90,702,1065,1,X
1:119:J:1,1,119,J,1,X,8,90,642,1216,1,X
1:119:J:2,1,119,J,2,X,8,90,649.5,1216,1,X
1:119:J:3,1,119,J,3,#,8,0,657,1216,0,O
1:119:J:4,1,119,J,4,#,8,0,664.5,1216,0,O
1:119:J:5,1,119,J,5,#,8,0,672,1216,0,O
1:119:J:6,1,119,J,6,X,8,90,679.5,1216,1,X
1:119:J:7,1,119,J,7,X,8,90,687,1216,1,X
1:119:J:8,1,119,J,8,X,8,90,694.5,1216,1,X
1:119:J:9,1,119,J,9,X,8,90,702,1216,1,X
1:119:JJ:1,1,119,JJ,1,X,8,90,649.5,1075,1,X
1:119:JJ:2,1,119,JJ,2,X,8,90,657,1075,1,X
1:119:JJ:3,1,119,JJ,3,X,8,90,664.5,1075,1,X
1:119:JJ:4,1,119,JJ,4,X,8,90,672,1075,1,X
1:119:JJ:5,1,119,JJ,5,X,8,90,679.5,1075,1,X
1:119:JJ:6,1,119,JJ,6,X,8,90,687,1075,1,X
1:119:JJ:7,1,119,JJ,7,X,8,90,694.5,1075,1,X
1:119:JJ:8,1,119,JJ,8,X,8,90,702,1075,1,X
1:119:K:1,1,119,K,1,X,8,90,664.5,1228,1,X
1:119:K:2,1,119,K,2,X,8,90,672,1228,1,X
1:119:K:3,1,119,K,3,X,8,90,679.5,1228,1,X
1:119:K:4,1,119,K,4,X,8,90,687,1228,1,X
1:119:K:5,1,119,K,5,X,8,90,694.5,1228,1,X
1:119:K:6,1,119,K,6,X,8,90,702,1228,1,X
1:119:KK:1,1,119,KK,1,X,8,90,642,1085,1,X
1:119:KK:2,1,119,KK,2,X,8,90,649.5,1085,1,X
1:119:KK:3,1,119,KK,3,X,8,90,657,1085,1,X
1:119:KK:4,1,119,KK,4,X,8,90,664.5,1085,1,X
1:119:KK:5,1,119,KK,5,X,8,90,672,1085,1,X
1:119:KK:6,1,119,KK,6,X,8,90,679.5,1085,1,X
1:119:KK:7,1,119,KK,7,X,8,90,687,1085,1,X
1:119:KK:8,1,119,KK,8,X,8,90,694.5,1085,1,X
1:119:KK:9,1,119,KK,9,X,8,90,702,1085,1,X
1:119:LL:1,1,119,LL,1,X,8,90,642,1095,1,X
1:119:LL:2,1,119,LL,2,X,8,90,649.5,1095,1,X
1:119:LL:3,1,119,LL,3,#,8,0,657,1095,0,O
1:119:LL:4,1,119,LL,4,X,8,90,664.5,1095,1,X
1:119:LL:5,1,119,LL,5,X,8,90,672,1095,1,X
1:119:LL:6,1,119,LL,6,X,8,90,679.5,1095,1,X
1:119:LL:7,1,119,LL,7,X,8,90,687,1095,1,X
1:119:LL:8,1,119,LL,8,X,8,90,694.5,1095,1,X
1:119:LL:9,1,119,LL,9,X,8,90,702,1095,1,X
1:120:A:1,1,120,A,1,X,7,100,733,1125,1,X
1:120:A:10,1,120,A,10,X,7,100,805,1125,1,X
1:120:A:11,1,120,A,11,X,7,100,813,1125,1,X
1:120:A:12,1,120,A,12,X,7,100,821,1125,1,X
1:120:A:13,1,120,A,13,X,7,100,829,1125,1,X
1:120:A:14,1,120,A,14,X,7,100,837,1125,1,X
1:120:A:15,1,120,A,15,X,7,100,845,1125,1,X
1:120:A:16,1,120,A,16,X,7,100,853,1125,1,X
1:120:A:2,1,120,A,2,X,7,100,741,1125,1,X
1:120:A:3,1,120,A,3,X,7,100,749,1125,1,X
1:120:A:4,1,120,A,4,X,7,100,757,1125,1,X
1:120:A:5,1,120,A,5,X,7,100,765,1125,1,X
1:120:A:6,1,120,A,6,X,7,100,773,1125,1,X
1:120:A:7,1,120,A,7,X,7,100,781,1125,1,X
1:120:A:8,1,120,A,8,X,7,100,789,1125,1,X
1:120:A:9,1,120,A,9,X,7,100,797,1125,1,X
1:120:B:1,1,120,B,1,X,7,100,733,1137,1,X
1:120:B:10,1,120,B,10,X,7,100,805,1137,1,X
1:120:B:11,1,120,B,11,X,7,100,813,1137,1,X
1:120:B:12,1,120,B,12,X,7,100,821,1137,1,X
1:120:B:13,1,120,B,13,X,7,100,829,1137,1,X
1:120:B:14,1,120,B,14,X,7,100,837,1137,1,X
1:120:B:15,1,120,B,15,X,7,100,845,1137,1,X
1:120:B:16,1,120,B,16,X,7,100,853,1137,1,X
1:120:B:2,1,120,B,2,X,7,100,741,1137,1,X
1:120:B:3,1,120,B,3,X,7,100,749,1137,1,X
1:120:B:4,1,120,B,4,X,7,100,757,1137,1,X
1:120:B:5,1,120,B,5,X,7,100,765,1137,1,X
1:120:B:6,1,120,B,6,X,7,100,773,1137,1,X
1:120:B:7,1,120,B,7,X,7,100,781,1137,1,X
1:120:B:8,1,120,B,8,X,7,100,789,1137,1,X
1:120:B:9,1,120,B,9,X,7,100,797,1137,1,X
1:120:BB:1,1,120,BB,1,v,6,0,669,1010,0,O
1:120:BB:10,1,120,BB,10,v,6,0,741,1010,0,O
1:120:BB:11,1,120,BB,11,v,6,0,749,1010,0,O
1:120:BB:12,1,120,BB,12,v,6,0,757,1010,0,O
1:120:BB:13,1,120,BB,13,v,6,0,765,1010,0,O
1:120:BB:14,1,120,BB,14,v,6,0,773,1010,0,O
1:120:BB:15,1,120,BB,15,v,6,0,781,1010,0,O
1:120:BB:16,1,120,BB,16,v,6,0,789,1010,0,O
1:120:BB:17,1,120,BB,17,v,6,0,797,1010,0,O
1:120:BB:18,1,120,BB,18,v,6,0,805,1010,0,O
1:120:BB:19,1,120,BB,19,v,6,0,813,1010,0,O
1:120:BB:2,1,120,BB,2,v,6,0,677,1010,0,O
1:120:BB:20,1,120,BB,20,v,6,0,821,1010,0,O
1:120:BB:21,1,120,BB,21,a,6,0,829,1010,0,O
1:120:BB:22,1,120,BB,22,a,6,0,837,1010,0,O
1:120:BB:23,1,120,BB,23,a,6,0,845,1010,0,O
1:120:BB:3,1,120,BB,3,v,6,0,685,1010,0,O
1:120:BB:4,1,120,BB,4,v,6,0,693,1010,0,O
1:120:BB:5,1,120,BB,5,v,6,0,701,1010,0,O
1:120:BB:6,1,120,BB,6,v,6,0,709,1010,0,O
1:120:BB:7,1,120,BB,7,v,6,0,717,1010,0,O
1:120:BB:8,1,120,BB,8,v,6,0,725,1010,0,O
1:120:BB:9,1,120,BB,9,v,6,0,733,1010,0,O
1:120:C:1,1,120,C,1,X,7,100,733,1149,1,X
1:120:C:10,1,120,C,10,X,7,100,805,1149,1,X
1:120:C:11,1,120,C,11,X,7,100,813,1149,1,X
1:120:C:12,1,120,C,12,X,7,100,821,1149,1,X
1:120:C:13,1,120,C,13,X,7,100,829,1149,1,X
1:120:C:14,1,120,C,14,X,7,100,837,1149,1,X
1:120:C:15,1,120,C,15,X,7,100,845,1149,1,X
1:120:C:16,1,120,C,16,X,7,100,853,1149,1,X
1:120:C:17,1,120,C,17,X,7,100,861,1149,1,X
1:120:C:2,1,120,C,2,X,7,100,741,1149,1,X
1:120:C:3,1,120,C,3,X,7,100,749,1149,1,X
1:120:C:4,1,120,C,4,X,7,100,757,1149,1,X
1:120:C:5,1,120,C,5,X,7,100,765,1149,1,X
1:120:C:6,1,120,C,6,X,7,100,773,1149,1,X
1:120:C:7,1,120,C,7,X,7,100,781,1149,1,X
1:120:C:8,1,120,C,8,X,7,100,789,1149,1,X
1:120:C:9,1,120,C,9,X,7,100,797,1149,1,X
1:120:CC:1,1,120,CC,1,v,6,0,661,1020,0,O
1:120:CC:10,1,120,CC,10,v,6,0,733,1020,0,O
1:120:CC:11,1,120,CC,11,v,6,0,741,1020,0,O
1:120:CC:12,1,120,CC,12,v,6,0,749,1020,0,O
1:120:CC:13,1,120,CC,13,v,6,0,757,1020,0,O
1:120:CC:14,1,120,CC,14,v,6,0,765,1020,0,O
1:120:CC:15,1,120,CC,15,v,6,0,773,1020,0,O
1:120:CC:16,1,120,CC,16,v,6,0,781,1020,0,O
1:120:CC:17,1,120,CC,17,v,6,0,789,1020,0,O
1:120:CC:18,1,120,CC,18,v,6,0,797,1020,0,O
1:120:CC:19,1,120,CC,19,v,6,0,805,1020,0,O
1:120:CC:2,1,120,CC,2,v,6,0,669,1020,0,O
1:120:CC:20,1,120,CC,20,v,6,0,813,1020,0,O
1:120:CC:21,1,120,CC,21,a,6,0,821,1020,0,O
1:120:CC:22,1,120,CC,22,a,6,0,829,1020,0,O
1:120:CC:23,1,120,CC,23,a,6,0,837,1020,0,O
1:120:CC:24,1,120,CC,24,a,6,0,845,1020,0,O
1:120:CC:3,1,120,CC,3,v,6,0,677,1020,0,O
1:120:CC:4,1,120,CC,4,v,6,0,685,1020,0,O
1:120:CC:5,1,120,CC,5,v,6,0,693,1020,0,O
1:120:CC:6,1,120,CC,6,v,6,0,701,1020,0,O
1:120:CC:7,1,120,CC,7,v,6,0,709,1020,0,O
1:120:CC:8,1,120,CC,8,v,6,0,717,1020,0,O
1:120:CC:9,1,120,CC,9,v,6,0,725,1020,0,O
1:120:D:1,1,120,D,1,X,7,100,733,1161,1,X
1:120:D:10,1,120,D,10,X,7,100,805,1161,1,X
1:120:D:11,1,120,D,11,X,7,100,813,1161,1,X
1:120:D:12,1,120,D,12,X,7,100,821,1161,1,X
1:120:D:13,1,120,D,13,X,7,100,829,1161,1,X
1:120:D:14,1,120,D,14,X,7,100,837,1161,1,X
1:120:D:15,1,120,D,15,X,7,100,845,1161,1,X
1:120:D:16,1,120,D,16,X,7,100,853,1161,1,X
1:120:D:17,1,120,D,17,X,7,100,861,1161,1,X
1:120:D:2,1,120,D,2,X,7,100,741,1161,1,X
1:120:D:3,1,120,D,3,X,7,100,749,1161,1,X
1:120:D:4,1,120,D,4,X,7,100,757,1161,1,X
1:120:D:5,1,120,D,5,X,7,100,765,1161,1,X
1:120:D:6,1,120,D,6,X,7,100,773,1161,1,X
1:120:D:7,1,120,D,7,X,7,100,781,1161,1,X
1:120:D:8,1,120,D,8,X,7,100,789,1161,1,X
1:120:D:9,1,120,D,9,X,7,100,797,1161,1,X
1:120:DD:1,1,120,DD,1,X,6,110,741,1030,1,X
1:120:DD:10,1,120,DD,10,X,6,110,813,1030,1,X
1:120:DD:11,1,120,DD,11,X,6,110,821,1030,1,X
1:120:DD:12,1,120,DD,12,X,6,110,829,1030,1,X
1:120:DD:13,1,120,DD,13,X,6,110,837,1030,1,X
1:120:DD:14,1,120,DD,14,X,6,110,845,1030,1,X
1:120:DD:2,1,120,DD,2,X,6,110,749,1030,1,X
1:120:DD:3,1,120,DD,3,X,6,110,757,1030,1,X
1:120:DD:4,1,120,DD,4,X,6,110,765,1030,1,X
1:120:DD:5,1,120,DD,5,X,6,110,773,1030,1,X
1:120:DD:6,1,120,DD,6,X,6,110,781,1030,1,X
1:120:DD:7,1,120,DD,7,X,6,110,789,1030,1,X
1:120:DD:8,1,120,DD,8,X,6,110,797,1030,1,X
1:120:DD:9,1,120,DD,9,X,6,110,805,1030,1,X
1:120:E:1,1,120,E,1,X,7,100,733,1173,1,X
1:120:E:10,1,120,E,10,X,7,100,805,1173,1,X
1:120:E:11,1,120,E,11,X,7,100,813,1173,1,X
1:120:E:12,1,120,E,12,X,7,100,821,1173,1,X
1:120:E:13,1,120,E,13,X,7,100,829,1173,1,X
1:120:E:14,1,120,E,14,X,7,100,837,1173,1,X
1:120:E:15,1,120,E,15,X,7,100,845,1173,1,X
1:120:E:16,1,120,E,16,X,7,100,853,1173,1,X
1:120:E:17,1,120,E,17,X,7,100,861,1173,1,X
1:120:E:2,1,120,E,2,X,7,100,741,1173,1,X
1:120:E:3,1,120,E,3,X,7,100,749,1173,1,X
1:120:E:4,1,120,E,4,X,7,100,757,1173,1,X
1:120:E:5,1,120,E,5,X,7,100,765,1173,1,X
1:120:E:6,1,120,E,6,X,7,100,773,1173,1,X
1:120:E:7,1,120,E,7,X,7,100,781,1173,1,X
1:120:E:8,1,120,E,8,X,7,100,789,1173,1,X
1:120:E:9,1,120,E,9,X,7,100,797,1173,1,X
1:120:EE:1,1,120,EE,1,X,6,110,741,1040,1,X
1:120:EE:10,1,120,EE,10,X,6,110,813,1040,1,X
1:120:EE:11,1,120,EE,11,X,6,110,821,1040,1,X
1:120:EE:12,1,120,EE,12,X,6,110,829,1040,1,X
1:120:EE:13,1,120,EE,13,X,6,110,837,1040,1,X
1:120:EE:14,1,120,EE,14,X,6,110,845,1040,1,X
1:120:EE:2,1,120,EE,2,X,6,110,749,1040,1,X
1:120:EE:3,1,120,EE,3,X,6,110,757,1040,1,X
1:120:EE:4,1,120,EE,4,X,6,110,765,1040,1,X
1:120:EE:5,1,120,EE,5,X,6,110,773,1040,1,X
1:120:EE:6,1,120,EE,6,X,6,110,781,1040,1,X
1:120:EE:7,1,120,EE,7,X,6,110,789,1040,1,X
1:120:EE:8,1,120,EE,8,X,6,110,797,1040,1,X
1:120:EE:9,1,120,EE,9,X,6,110,805,1040,1,X
1:120:F:1,1,120,F,1,X,7,100,733,1185,1,X
1:120:F:10,1,120,F,10,R,7,0,805,1185,0,O
1:120:F:11,1,120,F,11,R,7,0,813,1185,0,O
1:120:F:12,1,120,F,12,X,7,100,821,1185,1,X
1:120:F:13,1,120,F,13,X,7,100,829,1185,1,X
1:120:F:14,1,120,F,14,X,7,100,837,1185,1,X
1:120:F:15,1,120,F,15,X,7,100,845,1185,1,X
1:120:F:2,1,120,F,2,X,7,100,741,1185,1,X
1:120:F:3,1,120,F,3,R,7,0,749,1185,0,O
1:120:F:4,1,120,F,4,R,7,0,757,1185,0,O
1:120:F:5,1,120,F,5,R,7,0,765,1185,0,O
1:120:F:6,1,120,F,6,X,7,100,773,1185,1,X
1:120:F:7,1,120,F,7,X,7,100,781,1185,1,X
1:120:F:9,1,120,F,9,R,7,0,797,1185,0,O
1:120:FF:1,1,120,FF,1,X,6,110,741,1050,1,X
1:120:FF:10,1,120,FF,10,X,6,110,813,1050,1,X
1:120:FF:11,1,120,FF,11,X,6,110,821,1050,1,X
1:120:FF:12,1,120,FF,12,X,6,110,829,1050,1,X
1:120:FF:13,1,120,FF,13,X,6,110,837,1050,1,X
1:120:FF:14,1,120,FF,14,X,6,110,845,1050,1,X
1:120:FF:15,1,120,FF,15,X,6,110,853,1050,1,X
1:120:FF:2,1,120,FF,2,X,6,110,749,1050,1,X
1:120:FF:3,1,120,FF,3,X,6,110,757,1050,1,X
1:120:FF:4,1,120,FF,4,X,6,110,765,1050,1,X
1:120:FF:5,1,120,FF,5,X,6,110,773,1050,1,X
1:120:FF:6,1,120,FF,6,X,6,110,781,1050,1,X
1:120:FF:7,1,120,FF,7,X,6,110,789,1050,1,X
1:120:FF:8,1,120,FF,8,X,6,110,797,1050,1,X
1:120:FF:9,1,120,FF,9,X,6,110,805,1050,1,X
1:120:G:1,1,120,G,1,X,7,100,733,1197,1,X
1:120:G:10,1,120,G,10,R,7,0,805,1197,0,O
1:120:G:11,1,120,G,11,R,7,0,813,1197,0,O
1:120:G:12,1,120,G,12,X,7,100,821,1197,1,X
1:120:G:13,1,120,G,13,X,7,100,829,1197,1,X
1:120:G:14,1,120,G,14,X,7,100,837,1197,1,X
1:120:G:15,1,120,G,15,X,7,100,845,1197,1,X
1:120:G:2,1,120,G,2,X,7,100,741,1197,1,X
1:120:G:3,1,120,G,3,X,7,100,749,1197,1,X
1:120:G:4,1,120,G,4,X,7,100,757,1197,1,X
1:120:G:5,1,120,G,5,X,7,100,765,1197,1,X
1:120:G:6,1,120,G,6,X,7,100,773,1197,1,X
1:120:G:7,1,120,G,7,X,7,100,781,1197,1,X
1:120:G:9,1,120,G,9,R,7,0,797,1197,0,O
1:120:GG:1,1,120,GG,1,X,6,110,741,1060,1,X
1:120:GG:10,1,120,GG,10,X,6,110,813,1060,1,X
1:120:GG:11,1,120,GG,11,X,6,110,821,1060,1,X
